Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
17;1002337;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.42;женский;1;0;высшее;менеджер среднего звена;>250;0;93;39;Другое;ООО;женат / замужем;0;0;0;0;0;0.1098901099;1;0;0;0;0.2;2;3;81;5;2;1;42;90;1;0;0;0;0;0;0
17;1002357;Свободная форма с печатью работодателя;Ремонт;0;0.4;мужской;1;0;высшее;специалист;>250;0;23;36;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;31;1;0;1;36;36;0;0;0;0;0;0;0
17;1002377;Поступление зарплаты на счет;Ремонт;0;0.37;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002397;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;< 50;0;56;32;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002417;Форма банка (без печати работодателя);Покупка мебели;0;0.28;женский;0;0;высшее;специалист;>250;0;69;50;Торговля;ООО;женат / замужем;2;2;1;1;0;0.0322580645;1;0;0;0;0.375;3;5;120;8;2;3;5;81;1;0;0;0;0;0;0
17;1002437;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;среднее;рабочий;>250;3;13;25;Другое;ООО;женат / замужем;0;0;0;0;0;0.0208333333;0;1;1;0;0.6666666667;2;1;47;3;1;0;2;39;1;0;0;0;0;0;0
17;1002457;Форма банка (без печати работодателя);Другое;1;0.59;мужской;0;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002477;Поступление зарплаты на счет;Ремонт;1;0.39;мужской;0;0;высшее;специалист;>250;0;44;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002497;2НДФЛ;Ремонт;1;0.41;женский;1;0;высшее;менеджер высшего звена;< 50;1;120;44;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002517;Свободная форма с печатью работодателя;Ремонт;1;0.34;мужской;1;0;среднее;вспомогательный персонал;>250;1;12;38;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.6666666667;2;1;14;3;2;0;3;9;0;0;0;0;0;0;0
17;1002537;Поступление зарплаты на счет;Ремонт;1;0.22;женский;2;0;высшее;специалист;>250;0;63;42;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;25;2;0;1;27;27;0;0;0;0;0;0;0
17;1002557;2НДФЛ;Покупка автомобиля;1;0.59;женский;1;0;среднее-специальное;рабочий;>250;1;38;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002577;Форма банка (без печати работодателя);Отпуск;1;0.33;мужской;1;0;среднее;менеджер среднего звена;>250;0;127;39;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0243902439;1;0;0;0;0.25;1;3;40;4;1;1;14;101;1;0;0;0;0;0;0
17;1002597;2НДФЛ;Ремонт;0;0.31;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002617;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002637;2НДФЛ;Ремонт;1;0.21;мужской;2;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002657;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.49;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002677;2НДФЛ;Отпуск;0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;65;31;Другое;Иная форма;холост / не замужем;1;1;1;0;0;0;1;0;0;0;0.3571428571;5;9;154;14;2;1;7;92;0;0;0;0;0;0;0
17;1002697;Форма банка (без печати работодателя);Отпуск;1;0.5;женский;1;0;высшее;специалист;>250;0;67;52;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;36;2;0;0;17;46;0;0;0;0;0;0;0
17;1002717;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;9;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002737;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002757;2НДФЛ;Ремонт;1;0.44;женский;0;0;высшее;специалист;>250;0;59;25;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002777;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;1;0;высшее;вспомогательный персонал;>250;3;36;50;Торговля;ООО;женат / замужем;4;4;4;4;4;0.4444444444;0;1;0;0;1;2;0;5;2;2;0;4;31;1;1;1;1;0;1;0
17;1002797;Форма банка (без печати работодателя);Ремонт;1;0.33;женский;1;0;высшее;менеджер среднего звена;>250;0;49;37;Другое;ООО;разведен / разведена;2;1;0;0;0;0.0052910053;0;0;0;0;0.3636363636;4;7;188;11;2;1;9;105;1;0;0;0;0;0;0
17;1002817;Форма банка (без печати работодателя);Другое;1;0.34;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;46;36;Другое;ОАО;холост / не замужем;1;1;0;0;0;0.6176470588;0;0;0;0;1;5;0;65;5;3;0;8;62;1;1;1;1;1;1;1
17;1002837;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;менеджер по продажам;< 50;0;6;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002857;Поступление зарплаты на счет;Лечение;0;0.54;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;53;43;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0198019802;0;0;0;0;0.2;1;4;99;5;0;1;18;77;1;0;0;0;0;0;0
17;1002877;2НДФЛ;Ремонт;1;0.35;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002897;Свободная форма с печатью работодателя;Ремонт;1;0.44;мужской;1;0;второе высшее;специалист;>250;1;28;27;Другое;ООО;женат / замужем;1;0;0;0;0;0.0833333333;1;0;0;0;0.2;1;4;55;5;1;1;11;32;1;0;0;0;0;0;0
17;1002917;Поступление зарплаты на счет;Ремонт;0;0.53;мужской;0;0;среднее;вспомогательный персонал;>250;1;50;27;Торговля;ООО;холост / не замужем;3;0;0;0;0;0;1;0;0;0;0.6666666667;2;1;32;3;1;0;8;49;0;0;0;0;0;0;0
17;1002937;2НДФЛ;Ремонт;0;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;83;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002957;2НДФЛ;Ремонт;0;0.38;мужской;0;0;высшее;менеджер среднего звена;>250;0;146;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1002977;Поступление зарплаты на счет;Ремонт;0;0.35;женский;0;0;высшее;специалист;>250;0;114;33;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.1;0;0;0;0;0.5;1;1;9;2;1;0;9;80;1;0;0;0;0;0;0
17;1002997;2НДФЛ;Ремонт;1;0.19;мужской;0;0;высшее;рабочий;>250;1;37;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003017;2НДФЛ;Покупка автомобиля;1;0.36;женский;0;0;второе высшее;менеджер среднего звена;>250;0;12;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003037;2НДФЛ;Покупка бытовой техники;1;0.51;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003057;2НДФЛ;Покупка автомобиля;1;0.48;мужской;2;0;высшее;рабочий;>250;1;232;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003077;Поступление зарплаты на счет;Ремонт;1;0.26;мужской;1;0;среднее-специальное;рабочий;>250;0;11;27;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
17;1003097;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003117;Форма банка (без печати работодателя);Ремонт;0;0.5;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003137;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;1;0;высшее;менеджер среднего звена;>250;0;24;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003157;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;2;0;незаконченное высшее;менеджер среднего звена;< 50;0;26;39;Торговля;ООО;женат / замужем;3;1;1;0;0;0;1;0;0;0;1;3;0;43;3;1;0;7;18;0;0;0;0;0;0;0
17;1003177;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.31;мужской;0;0;высшее;менеджер среднего звена;>250;0;123;55;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003197;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.33;женский;1;0;высшее;специалист;>250;0;36;40;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003217;Поступление зарплаты на счет;Покупка автомобиля;0;0.31;женский;0;0;высшее;специалист;>250;1;49;26;Другое;ООО;женат / замужем;0;0;0;0;0;0.0113636364;1;0;0;0;0.3333333333;2;4;87;6;1;3;6;30;1;0;0;0;0;0;0
17;1003237;Поступление зарплаты на счет;Другое;0;0.43;мужской;0;0;среднее;вспомогательный персонал;>250;1;7;34;Другое;ООО;разведен / разведена;2;2;1;1;1;0.037037037;0;0;0;0;0;0;4;26;4;0;2;4;97;1;0;0;0;0;0;0
17;1003257;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;2;0;высшее;специалист;< 50;0;61;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003277;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.53;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003297;2НДФЛ;Покупка недвижимости/ строительство;1;0.43;мужской;0;0;высшее;специалист;>250;3;74;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003317;Поступление зарплаты на счет;Покупка автомобиля;0;0.11;мужской;1;0;высшее;специалист;< 50;0;11;31;Информационные технологии;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
17;1003337;Поступление зарплаты на счет;Покупка мебели;1;0.49;мужской;1;0;высшее;специалист;< 50;0;24;32;Другое;ООО;женат / замужем;2;1;1;1;0;0.4328358209;0;0;0;0;0.3333333333;1;2;38;3;1;0;28;41;1;0;0;0;0;0;0
17;1003357;Форма банка (без печати работодателя);Покупка автомобиля;0;0.07;мужской;0;0;ученая степень;менеджер высшего звена;< 50;0;14;24;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003377;Свободная форма с печатью работодателя;Ремонт;1;0.32;мужской;3;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003397;Форма банка (без печати работодателя);Покупка автомобиля;0;0.24;мужской;0;0;высшее;специалист;>250;0;44;44;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003417;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;высшее;специалист;>250;0;30;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003437;2НДФЛ;Ремонт;1;0.45;мужской;1;0;высшее;специалист;>250;0;10;35;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0461538462;0;0;0;0;0.4285714286;3;4;124;7;1;1;17;76;1;0;0;0;0;0;0
17;1003457;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003477;Поступление зарплаты на счет;Покупка мебели;1;0.35;мужской;1;0;высшее;специалист;>250;0;115;39;Торговля;ЗАО;женат / замужем;3;1;0;0;0;0;1;1;1;1;0.25;2;6;72;8;0;1;1;61;0;0;0;0;0;0;0
17;1003497;2НДФЛ;Ремонт;1;0.33;мужской;2;0;среднее-специальное;рабочий;>250;0;101;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003517;Поступление зарплаты на счет;Обучение;0;0.22;мужской;0;0;высшее;специалист;>250;1;6;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1003537;Форма банка (без печати работодателя);Покупка мебели;1;0.26;женский;2;0;*n.a.*;специалист;>250;0;113;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
